Survey Question,Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Open-Ended Response
How much do you earn per hour?,118606127070,456136887,05/16/2024 11:23:44 PM,05/16/2024 11:26:13 PM,172.59.128.177,NA,NA,NA,NA,NA
How much do you earn per hour?,118606075915,456136887,05/16/2024 06:00:23 PM,05/16/2024 09:07:36 PM,67.188.51.63,NA,NA,NA,NA,NA
How much do you earn per hour?,118605991002,456136887,05/16/2024 06:00:20 PM,05/16/2024 08:56:05 PM,174.194.193.227,NA,NA,NA,NA,$9
How much do you earn per hour?,118606020069,456136887,05/16/2024 06:08:06 PM,05/16/2024 07:04:30 PM,107.202.151.85,NA,NA,NA,NA,unsure.. stipend is $400
How much do you earn per hour?,118605998328,456136887,05/16/2024 06:00:16 PM,05/16/2024 06:16:21 PM,172.59.128.195,NA,NA,NA,NA,NA
How much do you earn per hour?,118605996755,456136887,05/16/2024 06:09:42 PM,05/16/2024 06:15:55 PM,107.77.213.33,NA,NA,NA,NA,N/A
How much do you earn per hour?,118605992097,456136887,05/16/2024 06:03:10 PM,05/16/2024 06:05:01 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118605990974,456136887,05/16/2024 05:57:38 PM,05/16/2024 06:03:59 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118605989807,456136887,05/16/2024 05:57:33 PM,05/16/2024 06:01:18 PM,174.194.140.88,NA,NA,NA,NA,NA
How much do you earn per hour?,118605991076,456136887,05/16/2024 06:00:44 PM,05/16/2024 06:01:13 PM,174.194.132.26,NA,NA,NA,NA,NA
How much do you earn per hour?,118605990944,456136887,05/16/2024 06:00:48 PM,05/16/2024 06:00:58 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118605652627,456136887,05/16/2024 10:37:31 AM,05/16/2024 10:37:43 AM,99.92.93.108,NA,NA,NA,NA,NA
How much do you earn per hour?,118605226041,456136887,05/16/2024 02:42:07 AM,05/16/2024 02:45:07 AM,24.7.42.11,NA,NA,NA,NA,16.50
How much do you earn per hour?,118604988890,456136887,05/15/2024 06:08:46 PM,05/15/2024 06:17:22 PM,172.59.128.178,NA,NA,NA,NA,I dont know but I receive a $450 stipend
How much do you earn per hour?,118604982074,456136887,05/15/2024 05:56:16 PM,05/15/2024 05:57:59 PM,50.235.136.171,NA,NA,NA,NA,$22
How much do you earn per hour?,118604980106,456136887,05/15/2024 05:51:33 PM,05/15/2024 05:55:25 PM,50.235.136.171,NA,NA,NA,NA,$450 stipend
How much do you earn per hour?,118604979348,456136887,05/15/2024 05:49:25 PM,05/15/2024 05:54:39 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118604979850,456136887,05/15/2024 05:51:27 PM,05/15/2024 05:53:59 PM,174.195.86.231,NA,NA,NA,NA,NA
How much do you earn per hour?,118604976086,456136887,05/15/2024 05:38:48 PM,05/15/2024 05:51:57 PM,172.59.129.58,NA,NA,NA,NA,We earn a stipend of 450
How much do you earn per hour?,118604978120,456136887,05/15/2024 05:47:55 PM,05/15/2024 05:51:50 PM,50.235.136.171,NA,NA,NA,NA,7
How much do you earn per hour?,118604978175,456136887,05/15/2024 05:47:29 PM,05/15/2024 05:49:29 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118604974477,456136887,05/15/2024 05:38:19 PM,05/15/2024 05:48:59 PM,50.235.136.171,NA,NA,NA,NA,Not sure
How much do you earn per hour?,118604976801,456136887,05/15/2024 05:43:28 PM,05/15/2024 05:47:55 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118604975819,456136887,05/15/2024 05:43:48 PM,05/15/2024 05:45:33 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118604973861,456136887,05/15/2024 05:38:35 PM,05/15/2024 05:43:41 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118604893227,456136887,05/15/2024 03:24:58 PM,05/15/2024 03:28:12 PM,107.127.18.67,NA,NA,NA,NA,NA
How much do you earn per hour?,118604888976,456136887,05/15/2024 03:06:06 PM,05/15/2024 03:20:07 PM,107.127.18.28,NA,NA,NA,NA,NA
How much do you earn per hour?,118604879795,456136887,05/15/2024 03:05:28 PM,05/15/2024 03:05:42 PM,50.235.136.171,NA,NA,NA,NA,NA
How much do you earn per hour?,118604821933,456136887,05/15/2024 01:29:15 PM,05/15/2024 01:57:05 PM,64.125.71.6,NA,NA,NA,NA,15
How much do you earn per hour?,118604778789,456136887,05/15/2024 01:01:39 PM,05/15/2024 01:05:13 PM,164.67.165.83,NA,NA,NA,NA,16.80
How much do you earn per hour?,118604422490,456136887,05/15/2024 07:43:57 AM,05/15/2024 07:50:17 AM,108.235.113.109,NA,NA,NA,NA,16$
How much do you earn per hour?,118604183965,456136887,05/15/2024 02:41:53 AM,05/15/2024 02:45:11 AM,73.189.135.34,NA,NA,NA,NA,$15.97
How much do you earn per hour?,118604054363,456136887,05/14/2024 09:48:58 PM,05/14/2024 09:54:01 PM,67.188.227.49,NA,NA,NA,NA,16
How much do you earn per hour?,118603990473,456136887,05/14/2024 07:14:42 PM,05/14/2024 07:16:35 PM,24.5.124.115,NA,NA,NA,NA,18
How much do you earn per hour?,118603910038,456136887,05/14/2024 04:44:34 PM,05/14/2024 04:46:27 PM,99.185.44.73,NA,NA,NA,NA,16
How much do you earn per hour?,118603906375,456136887,05/14/2024 04:37:53 PM,05/14/2024 04:40:20 PM,149.137.159.188,NA,NA,NA,NA,16.50 at the program
How much do you earn per hour?,118603903978,456136887,05/14/2024 04:34:03 PM,05/14/2024 04:36:47 PM,104.177.117.127,NA,NA,NA,NA,16
How much do you earn per hour?,118603890882,456136887,05/14/2024 04:10:06 PM,05/14/2024 04:16:10 PM,98.37.81.201,NA,NA,NA,NA,around 15
How much do you earn per hour?,118601968149,456136887,05/12/2024 02:02:22 PM,05/12/2024 02:04:59 PM,24.6.180.6,NA,NA,NA,NA,NA
How much do you earn per hour?,118601366582,456136887,05/11/2024 02:26:43 AM,05/11/2024 02:31:40 AM,69.181.188.181,NA,NA,NA,NA,Minimum wage
How much do you earn per hour?,118601312059,456136887,05/10/2024 11:29:07 PM,05/10/2024 11:32:18 PM,12.116.122.46,NA,NA,NA,NA,15.97
How much do you earn per hour?,118601249549,456136887,05/10/2024 07:56:26 PM,05/10/2024 07:59:22 PM,76.226.160.39,NA,NA,NA,NA,NA
How much do you earn per hour?,118601199731,456136887,05/10/2024 05:21:39 PM,05/10/2024 05:24:39 PM,104.28.124.172,NA,NA,NA,NA,17
How much do you earn per hour?,118601110340,456136887,05/10/2024 02:08:08 PM,05/10/2024 02:11:18 PM,172.56.168.22,NA,NA,NA,NA,15
How much do you earn per hour?,118601110336,456136887,05/10/2024 02:07:56 PM,05/10/2024 02:09:39 PM,107.136.4.65,NA,NA,NA,NA,NA
How much do you earn per hour?,118601103508,456136887,05/10/2024 01:57:41 PM,05/10/2024 01:59:52 PM,107.136.4.65,NA,NA,NA,NA,15.97
How much do you earn per hour?,118601103512,456136887,05/10/2024 01:57:50 PM,05/10/2024 01:59:51 PM,68.47.74.235,NA,NA,NA,NA,15.97
How much do you earn per hour?,118601101238,456136887,05/10/2024 01:54:21 PM,05/10/2024 01:56:07 PM,108.147.93.13,NA,NA,NA,NA,15.97
How much do you earn per hour?,118601098751,456136887,05/10/2024 01:49:41 PM,05/10/2024 01:53:23 PM,108.147.93.13,NA,NA,NA,NA,NA
How much do you earn per hour?,118601098726,456136887,05/10/2024 01:48:28 PM,05/10/2024 01:51:38 PM,107.136.4.65,NA,NA,NA,NA,100
How much do you earn per hour?,118601068948,456136887,05/10/2024 01:06:04 PM,05/10/2024 01:09:23 PM,69.181.185.131,NA,NA,NA,NA,16
How much do you earn per hour?,118601056146,456136887,05/10/2024 12:48:46 PM,05/10/2024 12:50:25 PM,76.78.137.115,NA,NA,NA,NA,15.99
How much do you earn per hour?,118601056081,456136887,05/10/2024 12:48:36 PM,05/10/2024 12:48:44 PM,76.78.137.115,NA,NA,NA,NA,NA
How much do you earn per hour?,118601054999,456136887,05/10/2024 12:46:20 PM,05/10/2024 12:48:25 PM,76.78.137.115,NA,NA,NA,NA,15.99
How much do you earn per hour?,118601010986,456136887,05/10/2024 11:50:06 AM,05/10/2024 11:53:01 AM,99.113.191.106,NA,NA,NA,NA,18
How much do you earn per hour?,118601008722,456136887,05/10/2024 11:47:15 AM,05/10/2024 11:51:14 AM,104.2.24.180,NA,NA,NA,NA,16
How much do you earn per hour?,118601004405,456136887,05/10/2024 11:41:44 AM,05/10/2024 11:46:30 AM,23.93.214.183,NA,NA,NA,NA,17
How much do you earn per hour?,118601004993,456136887,05/10/2024 11:43:03 AM,05/10/2024 11:46:29 AM,23.93.214.183,NA,NA,NA,NA,17
How much do you earn per hour?,118601006014,456136887,05/10/2024 11:44:28 AM,05/10/2024 11:46:10 AM,68.229.109.245,NA,NA,NA,NA,15.60
How much do you earn per hour?,118601005659,456136887,05/10/2024 11:44:16 AM,05/10/2024 11:44:24 AM,68.229.109.245,NA,NA,NA,NA,NA
How much do you earn per hour?,118600974681,456136887,05/10/2024 11:04:54 AM,05/10/2024 11:16:49 AM,73.185.67.145,NA,NA,NA,NA,19.00
How much do you earn per hour?,118599426588,456136887,05/08/2024 03:17:16 PM,05/08/2024 03:19:51 PM,157.131.194.194,NA,NA,NA,NA,20
How much do you earn per hour?,118599330396,456136887,05/08/2024 01:02:47 PM,05/08/2024 01:04:44 PM,107.136.4.65,NA,NA,NA,NA,NA
How much do you earn per hour?,118598454163,456136887,05/07/2024 02:43:45 PM,05/07/2024 02:44:19 PM,71.228.210.139,NA,NA,NA,NA,NA
How much do you earn per hour?,118598322380,456136887,05/07/2024 12:03:56 PM,05/07/2024 12:04:18 PM,209.58.222.98,NA,NA,NA,NA,NA
How much do you earn per hour?,118597525619,456136887,05/06/2024 04:01:42 PM,05/06/2024 04:04:31 PM,107.136.4.65,NA,NA,NA,NA,$16.50
How much do you earn per hour?,118597280173,456136887,05/06/2024 10:53:33 AM,05/06/2024 10:56:53 AM,172.226.212.111,NA,NA,NA,NA,NA
How much do you earn per hour?,118595923765,456136887,05/03/2024 05:36:41 PM,05/03/2024 05:37:12 PM,104.192.9.105,NA,NA,NA,NA,NA
How much do you earn per hour?,118595889231,456136887,05/03/2024 04:07:56 PM,05/03/2024 04:08:27 PM,98.37.247.81,NA,NA,NA,NA,NA
How much do you earn per hour?,118595853589,456136887,05/03/2024 02:49:34 PM,05/03/2024 02:50:03 PM,216.9.110.2,NA,NA,NA,NA,NA
